ID;Distributor Name;Location;Car Name;Manufacturer Name;Car Type;Color;Gearbox;Number of Seats;Number of Doors;Energy;Manufactured Year;Price-$;Mileage-KM;Engine Power-HP;Purchased Date;Car Sale Status;Sold Date;Purchased Price-$;Sold Price-$;Margin-%;Sales Agent Name;Sales Rating;Sales Commission-$;Feedback
PFO6UG;Trust;Madison;Yodha;Tata;Truck;Black;Manual;3;2;Electric;2015;9400;2235;100;10/04/2018;Un Sold;01/01/1970;7784;0;0;Pavan;2;0;Excellent
SIKRK6;Kamkar;Texas;Scorpio;Mahindra;SUV;White;Automatic;5;5;Electric;2024;9000;2239;120;31/08/2023;Un Sold;01/01/1970;7702;0;0;Swapna;3;0;Average
MW59V7;Zupps;Denver;Yodha;Tata;Truck;Black;Manual;3;2;Hybrid;2018;8600;2240;100;03/02/2020;Un Sold;01/01/1970;7492;0;0;Preeti;3;0;Excellent
WGSFJS;Carsome;New York;i20;Hyundai;Hatchback;Red;Automatic;4;5;Electric;2024;7500;2243;120;22/01/2018;Un Sold;01/01/1970;6504;0;0;Bhavani;5;0;Poor
DXLVI2;Carmudi;New York;Creta;Hyundai;Hatchback;Red;Manual;5;5;Hybrid;2021;7300;2248;113;06/05/2015;Un Sold;01/01/1970;5849;0;0;Rithvik;1;0;Excellent
URK3LE;Olx;Philadelphia;Thar;Mahindra;SUV;Red;Manual;5;3;Electric;2022;9200;2256;130;28/12/2023;Un Sold;01/01/1970;8436;0;0;Shruthi;4;0;Excellent
GJO9A3;Oto;Detroit;Scorpio;Mahindra;SUV;Gray;Automatic;5;5;Electric;2018;9600;2260;120;08/05/2018;Un Sold;01/01/1970;7854;0;0;Krishna;2;0;Excellent
0GZ9KP;Ahg;Chicago;Etriga;Maruti;Hatchback;Red;Manual;4;5;Petrol;2017;6700;2288;103;06/04/2020;Sold;12/12/2022;5936;6296;6;Swapna;4;72;Good
LZAPKK;Motor;North Carolina;i20;Hyundai;Hatchback;Black;Manual;4;5;Hybrid;2021;7300;2306;120;14/01/2024;Un Sold;01/01/1970;5378;0;0;Swapna;4;0;Good
DFDPUW;Trivett;Portland;Etriga;Maruti;Hatchback;Red;Manual;4;5;Petrol;2024;6000;2311;103;28/12/2022;Un Sold;01/01/1970;4031;0;0;Dhruv;1;0;Good
HJX7GW;Zupps;Detroit;Etriga;Maruti;Hatchback;Gray;Manual;4;5;Electric;2023;7600;2312;103;08/12/2017;Un Sold;01/01/1970;5609;0;0;Arjuna;1;0;Excellent
EPKYNF;Motor;Columbus;Dzire;Maruti;Sedan;Black;Automatic;5;5;Hybrid;2015;8400;2313;100;25/11/2021;Un Sold;01/01/1970;6520;0;0;Rithvik;1;0;Good
AFMOCB;Trust;North Carolina;Yodha;Tata;Truck;Blue;Automatic;3;2;Petrol;2016;7800;2323;100;26/11/2023;Un Sold;01/01/1970;6782;0;0;Bhavani;2;0;Poor
N8PRQF;Sobri;Detroit;Kags;Renault;SUV;White;Automatic;7;5;Hybrid;2015;9400;2326;175;15/08/2022;Un Sold;01/01/1970;8900;0;0;Narayan;4;0;Good
NFVVAT;Cars24;California;Scorpio;Mahindra;SUV;Blue;Automatic;5;5;Hybrid;2023;8600;2341;120;05/08/2024;Un Sold;01/01/1970;6677;0;0;Bhavani;5;0;Excellent
RPCL57;Skipper;Columbus;i20;Hyundai;Hatchback;Blue;Automatic;4;5;Electric;2019;8000;2355;120;01/06/2022;Un Sold;01/01/1970;6718;0;0;Aarush;4;0;Excellent
ZKBUH8;Zupps;Philadelphia;Yodha;Tata;Truck;Gray;Manual;3;2;Diesel;2018;7700;2361;100;03/08/2016;Un Sold;01/01/1970;5933;0;0;Shiva;4;0;Poor
2UEA8V;Cars24;Columbus;Hilux;Toyota;Truck;Black;Automatic;4;2;Diesel;2018;7700;2366;200;15/06/2015;Sold;07/09/2018;5907;6256;6;Narayan;4;70;Good
QCZJRS;Zupps;San Jose;Fortuner;Toyota;SUV;Black;Manual;8;5;Hybrid;2024;8500;2367;200;28/02/2024;Un Sold;01/01/1970;7248;0;0;Shruthi;2;0;Excellent
04O8D0;Olx;New York;Kags;Renault;SUV;White;Automatic;7;5;Petrol;2020;7900;2375;175;31/08/2020;Un Sold;01/01/1970;6052;0;0;Shruthi;4;0;Excellent
YGXEI4;Trivett;Portland;Dzire;Maruti;Sedan;White;Automatic;5;5;Petrol;2020;6900;2377;100;20/08/2017;Sold;29/06/2019;4970;4732;-5;Aarush;2;0;Good
BPNUSE;APE;Tucson;Thar;Mahindra;SUV;Gray;Automatic;5;3;Electric;2020;9400;2423;130;23/04/2019;Un Sold;01/01/1970;8117;0;0;Piyush;2;0;Excellent
NBI7PU;Cars24;Denver;Plato;Prazo;Convertible;Gray;Manual;2;2;Petrol;2024;8500;2436;250;12/04/2020;Sold;22/06/2023;6887;7432;8;Karan;3;109;Excellent
49KH0G;Knox;North Carolina;Hilux;Toyota;Truck;Gray;Manual;4;2;Petrol;2024;7000;2446;200;02/05/2022;Sold;12/03/2022;6171;5902;-4;Narayan;1;0;Poor
HICQO2;Olx;Tucson;Thar;Mahindra;SUV;Black;Automatic;5;3;Petrol;2021;7800;2470;130;24/07/2015;Un Sold;01/01/1970;7098;0;0;Vishwajeet;2;0;Excellent
Y870G2;Carousell;Denver;Yodha;Tata;Truck;White;Automatic;3;2;Hybrid;2024;8000;2473;100;02/07/2020;Sold;21/05/2024;7005;5878;-16;Supriya;3;0;Excellent
LVQ565;Marchi;Madison;Etriga;Maruti;Hatchback;White;Manual;4;5;Electric;2016;8300;2474;103;05/05/2021;Un Sold;01/01/1970;6822;0;0;Swathi;5;0;Good
AUUXIZ;Carmudi;Tucson;Scorpio;Mahindra;SUV;Red;Manual;5;5;Hybrid;2024;8500;2485;120;05/08/2016;Sold;09/02/2024;7320;8713;19;Aarush;5;279;Poor
89JOCN;Cars24;Detroit;i20;Hyundai;Hatchback;Blue;Automatic;4;5;Electric;2017;8200;2489;120;10/05/2021;Sold;16/01/2022;6619;7433;12;Shilpa;1;163;Excellent
WGAF30;Carsome;Oklahoma;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Diesel;2015;8500;2489;120;12/11/2019;Un Sold;01/01/1970;6932;0;0;Shailaja;4;0;Good
ADDUDZ;Oto;San Jose;Thar;Mahindra;SUV;White;Manual;5;3;Petrol;2019;8000;2490;130;10/05/2016;Un Sold;01/01/1970;6909;0;0;Aarush;5;0;Average
9PFQBJ;Kamkar;Florida;Fortuner;Toyota;SUV;Gray;Manual;8;5;Diesel;2016;8400;2501;200;01/01/2024;Un Sold;01/01/1970;6491;0;0;Supriya;1;0;Poor
3MQ8JU;Marchi;San Jose;Fortuner;Toyota;SUV;Black;Automatic;8;5;Electric;2018;9600;2509;200;17/12/2015;Un Sold;01/01/1970;8276;0;0;Aditya;3;0;Excellent
SDF9ZB;Oto;California;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Electric;2018;8100;2519;103;05/05/2015;Un Sold;01/01/1970;6665;0;0;Bhavani;4;0;Good
AG31X9;APE;Denver;Kags;Renault;SUV;Gray;Manual;7;5;Diesel;2023;7700;2521;175;29/06/2017;Sold;14/05/2018;6317;5270;-17;Sweta;4;0;Excellent
5TA484;Olx;Columbus;Seltos;Kia;Hatchback;White;Manual;5;5;Hybrid;2023;7100;2525;150;04/09/2022;Un Sold;01/01/1970;5451;0;0;Sai;4;0;Good
GKKS2B;Sobri;Utah;Swift;Maruti;Sedan;Black;Manual;5;4;Electric;2018;8600;2526;115;11/06/2019;Sold;04/12/2022;6982;5815;-17;Shruthi;4;0;Excellent
96SP16;Carmudi;Portland;Dzire;Maruti;Sedan;Gray;Manual;5;5;Electric;2023;8100;2527;100;19/01/2024;Un Sold;01/01/1970;7088;0;0;Hariom;3;0;Excellent
15HMW1;Motor;Detroit;i20;Hyundai;Hatchback;Blue;Automatic;4;5;Diesel;2015;7000;2529;120;30/09/2016;Un Sold;01/01/1970;5296;0;0;Aarush;1;0;Good
XTWU8M;Automart;Florida;Plato;Prazo;Convertible;White;Automatic;2;2;Hybrid;2024;9500;2533;250;26/11/2019;Un Sold;01/01/1970;7995;0;0;Shiva;4;0;Excellent
7H9MJA;Nufor;Chicago;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Diesel;2016;8400;2535;120;25/07/2020;Un Sold;01/01/1970;7543;0;0;Sweta;4;0;Good
BNL34H;Olx;California;Swift;Maruti;Sedan;Gray;Automatic;5;4;Electric;2015;8900;2551;115;23/02/2022;Un Sold;01/01/1970;8151;0;0;Karan;3;0;Excellent
9FA09A;Oto;North Carolina;Kags;Renault;SUV;Red;Automatic;7;5;Petrol;2018;8100;2557;175;29/09/2017;Un Sold;01/01/1970;7495;0;0;Pavan;3;0;Excellent
AC2DUW;Automart;Tucson;i20;Hyundai;Hatchback;Blue;Manual;4;5;Electric;2021;7800;2559;120;26/12/2016;Un Sold;01/01/1970;6675;0;0;Aarush;4;0;Average
X8IS8S;APE;Denver;Kags;Renault;SUV;White;Manual;7;5;Diesel;2019;8100;2562;175;27/01/2019;Un Sold;01/01/1970;6127;0;0;Dhruv;4;0;Excellent
PQGTV4;Cars24;Detroit;Creta;Hyundai;Hatchback;Black;Automatic;5;5;Petrol;2023;6100;2569;113;24/03/2022;Un Sold;01/01/1970;4113;0;0;Sai;4;0;Excellent
GKSUP9;Carmix;Tennessee;Swift;Maruti;Sedan;Blue;Automatic;5;4;Diesel;2023;6700;2569;115;18/04/2020;Un Sold;01/01/1970;6068;0;0;Karan;3;0;Good
IWLGUF;Carousell;New York;Hilux;Toyota;Truck;White;Automatic;4;2;Hybrid;2020;8400;2572;200;18/01/2015;Sold;26/01/2018;7140;8317;16;Rithvik;1;235;Good
RHXN37;Trust;Utah;Plato;Prazo;Convertible;White;Automatic;2;2;Hybrid;2015;10400;2587;250;12/05/2018;Un Sold;01/01/1970;9533;0;0;Anushka;2;0;Excellent
H40DEQ;Cars24;California;Fortuner;Toyota;SUV;White;Manual;8;5;Diesel;2017;8300;2589;200;02/03/2015;Un Sold;01/01/1970;7446;0;0;Ram;5;0;Poor
ON2K9J;Nufor;New York;Dzire;Maruti;Sedan;Black;Manual;5;5;Petrol;2016;7300;2599;100;17/02/2015;Sold;29/08/2016;6065;4987;-18;Shailaja;5;0;Good
R4OIFL;Carro;Chicago;Yodha;Tata;Truck;Blue;Automatic;3;2;Petrol;2018;7600;2605;100;26/08/2024;Un Sold;01/01/1970;6067;0;0;Shruthi;2;0;Good
HLV2NA;Carsome;Columbus;Thar;Mahindra;SUV;Blue;Automatic;5;3;Diesel;2021;7900;2610;130;07/05/2022;Un Sold;01/01/1970;6236;0;0;Vishwajeet;2;0;Excellent
HHBCTL;Skipper;Tennessee;Yodha;Tata;Truck;Blue;Manual;3;2;Electric;2017;9200;2610;100;24/03/2016;Un Sold;01/01/1970;7304;0;0;Shilpa;2;0;Good
IIP4NG;Oto;Utah;Swift;Maruti;Sedan;Red;Automatic;5;4;Electric;2018;8600;2619;115;07/04/2019;Un Sold;01/01/1970;7850;0;0;Pavan;5;0;Good
O7YEEL;Trust;Columbus;Kags;Renault;SUV;Black;Manual;7;5;Hybrid;2024;8500;2622;175;24/04/2015;Un Sold;01/01/1970;7224;0;0;Vishwajeet;3;0;Excellent
FOHCRT;Olx;Tennessee;Seltos;Kia;Hatchback;White;Manual;5;5;Electric;2017;8200;2623;150;08/01/2020;Sold;20/07/2022;6227;6907;11;Aarush;5;136;Average
GRBHCS;Sobri;California;Dzire;Maruti;Sedan;Gray;Manual;5;5;Hybrid;2016;8300;2643;100;07/09/2023;Sold;27/05/2023;7726;6576;-15;Dhruv;5;0;Good
XHRHOP;Motor;Florida;i20;Hyundai;Hatchback;Black;Manual;4;5;Electric;2018;8100;2646;120;11/04/2021;Sold;08/08/2021;6966;6241;-10;Sweta;5;0;Excellent
CAMI0T;Automart;Madison;Dzire;Maruti;Sedan;Red;Manual;5;5;Hybrid;2021;7800;2657;100;16/03/2018;Un Sold;01/01/1970;6388;0;0;Swapna;3;0;Excellent
8TP07M;Kamkar;Florida;i20;Hyundai;Hatchback;Red;Manual;4;5;Diesel;2018;6700;2662;120;13/07/2024;Un Sold;01/01/1970;5495;0;0;Preeti;3;0;Good
85NHZ6;Knox;North Carolina;Scorpio;Mahindra;SUV;White;Automatic;5;5;Hybrid;2021;8800;2663;120;19/05/2016;Un Sold;01/01/1970;7503;0;0;Pranav;3;0;Good
TS02Z1;Zupps;North Carolina;Seltos;Kia;Hatchback;White;Automatic;5;5;Hybrid;2017;7700;2671;150;29/11/2016;Un Sold;01/01/1970;7088;0;0;Aditya;4;0;Excellent
44HFGC;Carsome;North Carolina;Etriga;Maruti;Hatchback;Gray;Manual;4;5;Diesel;2024;6100;2676;103;01/01/2017;Un Sold;01/01/1970;4437;0;0;Piyush;4;0;Average
53BNR3;Cars24;Utah;Hilux;Toyota;Truck;Red;Manual;4;2;Diesel;2017;7800;2684;200;01/12/2024;Un Sold;01/01/1970;6186;0;0;Swathi;1;0;Excellent
4G4G8K;Oto;Utah;Seltos;Kia;Hatchback;Black;Manual;5;5;Hybrid;2022;7200;2740;150;12/07/2024;Un Sold;01/01/1970;6325;0;0;Shailaja;1;0;Good
AB22AD;Ahg;North Carolina;Seltos;Kia;Hatchback;Blue;Manual;5;5;Hybrid;2018;7600;2746;150;10/01/2019;Un Sold;01/01/1970;6920;0;0;Aarush;1;0;Excellent
PNICLV;Automart;Oklahoma;Fortuner;Toyota;SUV;Red;Automatic;8;5;Electric;2016;9800;2747;200;12/12/2024;Un Sold;01/01/1970;8064;0;0;Krishna;2;0;Average
4CPFIV;Marchi;Portland;Scorpio;Mahindra;SUV;Blue;Manual;5;5;Electric;2021;9300;2750;120;09/01/2016;Un Sold;01/01/1970;8219;0;0;Pavan;4;0;Average
STWK6M;Nufor;California;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Electric;2017;8200;2775;103;04/11/2015;Un Sold;01/01/1970;6943;0;0;Piyush;2;0;Average
YXRMF9;Marchi;Columbus;Fortuner;Toyota;SUV;Red;Manual;8;5;Electric;2023;9100;2780;200;02/12/2018;Un Sold;01/01/1970;8537;0;0;Shiva;5;0;Excellent
WADJXH;Motor;Philadelphia;Creta;Hyundai;Hatchback;Red;Manual;5;5;Petrol;2017;6700;2786;113;01/08/2018;Sold;14/11/2018;5460;4593;-16;Narayan;4;0;Average
DB15UJ;Carousell;North Carolina;Dzire;Maruti;Sedan;Gray;Automatic;5;5;Petrol;2017;7200;2801;100;22/11/2024;Sold;05/09/2024;6674;5521;-17;Pranav;3;0;Good
P9XCFP;Trivett;Tennessee;Swift;Maruti;Sedan;Black;Manual;5;4;Hybrid;2017;8200;2804;115;20/09/2024;Sold;26/07/2024;7214;7157;-1;Sweta;4;0;Good
U1YUMD;Trust;Florida;Swift;Maruti;Sedan;Red;Automatic;5;4;Petrol;2019;7000;2805;115;04/06/2023;Un Sold;01/01/1970;5137;0;0;Hariom;1;0;Average
YZE763;Carsome;North Carolina;i20;Hyundai;Hatchback;Blue;Manual;4;5;Petrol;2017;6700;2811;120;09/03/2023;Un Sold;01/01/1970;5937;0;0;Swapna;5;0;Average
H8EQPJ;Oto;Portland;i20;Hyundai;Hatchback;White;Automatic;4;5;Electric;2021;7800;2838;120;15/03/2018;Un Sold;01/01/1970;6136;0;0;Aarush;4;0;Excellent
QSNPN6;Marchi;North Carolina;Scorpio;Mahindra;SUV;Blue;Automatic;5;5;Petrol;2022;7700;2844;120;19/05/2022;Sold;08/11/2024;6437;7553;17;Anushka;3;223;Average
R18SJO;APE;Chicago;Seltos;Kia;Hatchback;Red;Manual;5;5;Hybrid;2017;7700;2849;150;07/03/2023;Un Sold;01/01/1970;6593;0;0;Bhavani;2;0;Good
SCX5F1;Trust;Philadelphia;i20;Hyundai;Hatchback;Black;Manual;4;5;Electric;2017;8200;2852;120;21/02/2016;Sold;24/08/2024;7558;7253;-4;Shilpa;2;0;Excellent
1I35M4;Motor;Chicago;Hilux;Toyota;Truck;White;Manual;4;2;Electric;2023;8600;2852;200;23/07/2017;Un Sold;01/01/1970;7445;0;0;Arjuna;1;0;Excellent
QV6O8R;Carmudi;Chicago;Scorpio;Mahindra;SUV;White;Automatic;5;5;Electric;2015;9900;2890;120;04/07/2017;Un Sold;01/01/1970;8781;0;0;Preeti;3;0;Excellent
FKAOUB;Carousell;Portland;Kags;Renault;SUV;Blue;Automatic;7;5;Petrol;2024;7500;2891;175;02/11/2017;Sold;04/03/2018;6134;6691;9;Arjuna;4;111;Good
47EAKW;Carsome;Detroit;Yodha;Tata;Truck;White;Manual;3;2;Petrol;2016;7800;2893;100;23/07/2016;Sold;25/05/2017;6045;6375;5;Aditya;5;66;Good
SPM9AO;Sobri;Portland;Scorpio;Mahindra;SUV;Gray;Manual;5;5;Diesel;2021;7900;2893;120;07/10/2023;Un Sold;01/01/1970;6680;0;0;Bhavani;3;0;Average
SNI8RG;APE;Utah;Fortuner;Toyota;SUV;Black;Manual;8;5;Hybrid;2016;9300;2917;200;10/06/2016;Un Sold;01/01/1970;7404;0;0;Hariom;3;0;Good
NTAD8L;Carsome;New York;Creta;Hyundai;Hatchback;Blue;Automatic;5;5;Petrol;2020;6400;2934;113;04/01/2015;Un Sold;01/01/1970;4663;0;0;Sai;5;0;Good
Y9LT1W;Automart;Philadelphia;Creta;Hyundai;Hatchback;Black;Automatic;5;5;Diesel;2019;6600;2935;113;18/10/2019;Un Sold;01/01/1970;5910;0;0;Sai;1;0;Excellent
VS2QY5;Carmudi;Columbus;Thar;Mahindra;SUV;Blue;Automatic;5;3;Petrol;2019;8000;2936;130;21/01/2018;Sold;30/07/2023;7009;8312;19;Pavan;1;261;Excellent
L47WNJ;APE;Tucson;Fortuner;Toyota;SUV;Blue;Automatic;8;5;Petrol;2020;7900;2943;200;06/12/2024;Sold;09/04/2024;6256;7296;17;Sai;2;208;Excellent
NE5G27;Nufor;California;Fortuner;Toyota;SUV;White;Manual;8;5;Electric;2022;9200;2955;200;05/08/2016;Un Sold;01/01/1970;8059;0;0;Krishna;3;0;Excellent
PKPVDR;Carmix;San Jose;i20;Hyundai;Hatchback;Blue;Manual;4;5;Hybrid;2019;7500;2964;120;07/04/2024;Un Sold;01/01/1970;5590;0;0;Arjuna;3;0;Poor
KDLXHV;Trivett;Columbus;Fortuner;Toyota;SUV;White;Manual;8;5;Electric;2016;9800;2967;200;08/01/2016;Un Sold;01/01/1970;8377;0;0;Aditya;1;0;Excellent
KUZGOA;Knox;North Carolina;Swift;Maruti;Sedan;Blue;Automatic;5;4;Hybrid;2015;8400;2970;115;24/04/2018;Un Sold;01/01/1970;6729;0;0;Piyush;2;0;Average
3RBU8W;Oto;San Jose;Kags;Renault;SUV;Black;Automatic;7;5;Electric;2022;9200;2977;175;01/04/2022;Un Sold;01/01/1970;8321;0;0;Swathi;2;0;Excellent
WPSFSS;Olx;Florida;Plato;Prazo;Convertible;Gray;Automatic;2;2;Electric;2017;10700;2992;250;07/03/2022;Un Sold;01/01/1970;10076;0;0;Swapna;3;0;Good
0FK2DR;Sobri;Oklahoma;i20;Hyundai;Hatchback;Black;Automatic;4;5;Petrol;2023;6100;3002;120;25/12/2017;Un Sold;01/01/1970;5429;0;0;Pavan;3;0;Average
WZIYP9;Knox;Utah;Swift;Maruti;Sedan;Gray;Manual;5;4;Hybrid;2020;7900;3014;115;25/06/2019;Sold;19/08/2024;6324;5994;-5;Arjuna;2;0;Excellent
A5F50C;Motor;North Carolina;Dzire;Maruti;Sedan;Gray;Automatic;5;5;Diesel;2019;7100;3026;100;02/09/2018;Un Sold;01/01/1970;6405;0;0;Anushka;1;0;Excellent
1I45M3;Ahg;North Carolina;Swift;Maruti;Sedan;White;Manual;5;4;Hybrid;2021;7800;3044;115;20/09/2017;Un Sold;01/01/1970;5833;0;0;Karan;2;0;Poor
1EW8TJ;Oto;Oklahoma;Hilux;Toyota;Truck;Black;Automatic;4;2;Electric;2023;8600;3048;200;27/06/2022;Un Sold;01/01/1970;6859;0;0;Aditya;3;0;Excellent
XJ6YCV;Nufor;Oklahoma;Dzire;Maruti;Sedan;Red;Manual;5;5;Petrol;2019;7000;3057;100;18/10/2022;Un Sold;01/01/1970;5725;0;0;Sai;2;0;Good
H80EY6;Nufor;Tennessee;Yodha;Tata;Truck;Red;Manual;3;2;Diesel;2020;7500;3058;100;24/05/2022;Un Sold;01/01/1970;5765;0;0;Shruthi;4;0;Average
OCXB97;Oto;Oklahoma;Creta;Hyundai;Hatchback;Gray;Manual;5;5;Diesel;2015;7000;3070;113;02/02/2020;Un Sold;01/01/1970;6197;0;0;Sai;1;0;Poor
N59IHU;Marchi;Chicago;Kags;Renault;SUV;Blue;Automatic;7;5;Diesel;2022;7800;3079;175;05/04/2020;Un Sold;01/01/1970;6724;0;0;Vishwajeet;3;0;Poor
AY1GFT;Carro;Madison;Kags;Renault;SUV;Blue;Automatic;7;5;Petrol;2020;7900;3079;175;03/07/2020;Un Sold;01/01/1970;6483;0;0;Anushka;3;0;Good
I86VBR;Kamkar;Denver;Fortuner;Toyota;SUV;White;Automatic;8;5;Petrol;2021;7800;3081;200;01/11/2015;Sold;07/10/2017;6321;6016;-5;Karan;4;0;Excellent
DHFEY4;Cars24;New York;Hilux;Toyota;Truck;Gray;Manual;4;2;Hybrid;2017;8700;3083;200;02/08/2018;Un Sold;01/01/1970;8181;0;0;Swapna;1;0;Excellent
RBPTDV;Carro;San Jose;Plato;Prazo;Convertible;White;Automatic;2;2;Hybrid;2016;10300;3083;250;14/07/2019;Un Sold;01/01/1970;8747;0;0;Swapna;5;0;Excellent
G0D7I0;Olx;Texas;Creta;Hyundai;Hatchback;Red;Manual;5;5;Hybrid;2016;7800;3093;113;02/08/2024;Sold;27/12/2024;6934;7406;7;Aarush;5;94;Poor
ARBYDY;Zupps;Tennessee;Hilux;Toyota;Truck;White;Manual;4;2;Petrol;2018;7600;3097;200;14/03/2020;Un Sold;01/01/1970;6685;0;0;Shilpa;4;0;Excellent
WQHUC3;Oto;Madison;Dzire;Maruti;Sedan;Black;Automatic;5;5;Hybrid;2015;8400;3104;100;29/12/2023;Un Sold;01/01/1970;6717;0;0;Narayan;5;0;Average
NIK54I;Zupps;Oklahoma;Scorpio;Mahindra;SUV;Black;Manual;5;5;Hybrid;2016;9300;3133;120;05/02/2021;Un Sold;01/01/1970;7961;0;0;Hariom;2;0;Good
SF1B7N;Olx;Oklahoma;Plato;Prazo;Convertible;Red;Manual;2;2;Electric;2017;10700;3137;250;08/11/2015;Un Sold;01/01/1970;9973;0;0;Shiva;1;0;Excellent
XW0VJC;Trust;Utah;Creta;Hyundai;Hatchback;White;Automatic;5;5;Petrol;2018;6600;3142;113;29/08/2020;Un Sold;01/01/1970;5072;0;0;Vishwajeet;4;0;Excellent
B92PGU;Knox;Detroit;Thar;Mahindra;SUV;Gray;Manual;5;3;Electric;2020;9400;3142;130;16/11/2019;Un Sold;01/01/1970;8406;0;0;Hariom;5;0;Excellent
HI9UMN;Automart;North Carolina;Yodha;Tata;Truck;Black;Manual;3;2;Hybrid;2019;8500;3148;100;26/10/2021;Un Sold;01/01/1970;6839;0;0;Krishna;5;0;Average
573E4I;Carmudi;Philadelphia;Creta;Hyundai;Hatchback;Blue;Automatic;5;5;Petrol;2015;6900;3154;113;17/05/2015;Un Sold;01/01/1970;5919;0;0;Shilpa;4;0;Good
UQYERI;Carro;Tucson;Dzire;Maruti;Sedan;Red;Automatic;5;5;Diesel;2018;7200;3154;100;11/02/2023;Un Sold;01/01/1970;5518;0;0;Narayan;5;0;Average
ROCX12;APE;Chicago;i20;Hyundai;Hatchback;Blue;Manual;4;5;Electric;2015;8400;3156;120;04/12/2023;Sold;04/11/2024;7748;6521;-16;Arjuna;2;0;Good
9UBRUO;Oto;New York;Thar;Mahindra;SUV;Blue;Manual;5;3;Electric;2020;9400;3170;130;08/01/2021;Un Sold;01/01/1970;7762;0;0;Hariom;4;0;Good
9OYC1Z;Knox;Chicago;Kags;Renault;SUV;Black;Automatic;7;5;Electric;2015;9900;3173;175;15/10/2023;Un Sold;01/01/1970;8477;0;0;Shailaja;3;0;Excellent
OFJ9ID;Trivett;Utah;Hilux;Toyota;Truck;Blue;Manual;4;2;Hybrid;2020;8400;3181;200;25/08/2023;Sold;06/05/2024;7194;6867;-5;Swapna;3;0;Poor
XUCU0B;Carmudi;Texas;Hilux;Toyota;Truck;Blue;Automatic;4;2;Diesel;2021;7400;3191;200;14/02/2021;Un Sold;01/01/1970;6004;0;0;Narayan;5;0;Excellent
XIMKMA;Zupps;California;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Electric;2022;9200;3198;120;30/06/2017;Sold;11/09/2024;8641;7412;-14;Pavan;1;0;Poor
28I3UW;Carro;Portland;Yodha;Tata;Truck;White;Automatic;3;2;Petrol;2019;7500;3211;100;25/11/2022;Sold;13/06/2022;5711;6359;11;Anushka;1;130;Excellent
TI4O4W;Knox;North Carolina;Dzire;Maruti;Sedan;Blue;Manual;5;5;Diesel;2024;6600;3216;100;18/01/2017;Sold;01/12/2019;5503;5925;8;Swathi;2;84;Average
7B9QBI;Ahg;Utah;Seltos;Kia;Hatchback;Blue;Automatic;5;5;Electric;2020;7900;3219;150;19/06/2015;Un Sold;01/01/1970;6884;0;0;Shailaja;5;0;Excellent
T7HL5P;Motor;California;Plato;Prazo;Convertible;Blue;Manual;2;2;Electric;2022;10200;3219;250;20/09/2023;Un Sold;01/01/1970;8316;0;0;Shruthi;4;0;Good
8MD1P1;Carmix;Portland;Scorpio;Mahindra;SUV;Black;Manual;5;5;Hybrid;2019;9000;3223;120;30/11/2018;Un Sold;01/01/1970;8059;0;0;Supriya;2;0;Average
NRG1DC;Skipper;New York;Fortuner;Toyota;SUV;Black;Automatic;8;5;Hybrid;2016;9300;3223;200;13/06/2022;Sold;10/11/2024;7958;8967;13;Anushka;3;202;Excellent
0QS31Y;Carsome;Florida;Seltos;Kia;Hatchback;Black;Automatic;5;5;Diesel;2022;6300;3231;150;18/02/2020;Un Sold;01/01/1970;5775;0;0;Karan;3;0;Excellent
63IBQL;Skipper;Madison;Seltos;Kia;Hatchback;White;Automatic;5;5;Diesel;2020;6500;3239;150;28/10/2023;Un Sold;01/01/1970;4525;0;0;Dhruv;3;0;Excellent
94DLWN;Ahg;San Jose;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Hybrid;2015;9400;3256;120;27/06/2019;Un Sold;01/01/1970;7414;0;0;Pranav;1;0;Average
R0CW0S;Sobri;New York;Hilux;Toyota;Truck;Blue;Automatic;4;2;Electric;2022;8700;3280;200;27/07/2016;Un Sold;01/01/1970;8141;0;0;Pavan;4;0;Good
FA9X2X;Sobri;North Carolina;Fortuner;Toyota;SUV;Blue;Automatic;8;5;Electric;2024;9000;3282;200;06/11/2022;Un Sold;01/01/1970;8120;0;0;Rithvik;3;0;Good
UFKHRD;Zupps;Utah;Creta;Hyundai;Hatchback;Blue;Automatic;5;5;Petrol;2016;6800;3291;113;28/09/2016;Un Sold;01/01/1970;5018;0;0;Vishwajeet;4;0;Excellent
6YCHOT;Trivett;North Carolina;Creta;Hyundai;Hatchback;Gray;Manual;5;5;Electric;2024;7500;3298;113;25/02/2022;Un Sold;01/01/1970;6849;0;0;Shailaja;1;0;Good
E2KPX2;Ahg;Denver;Seltos;Kia;Hatchback;Gray;Manual;5;5;Electric;2016;8300;3298;150;17/05/2016;Sold;28/09/2017;7596;8753;15;Karan;2;231;Good
8MF6WO;Trivett;Tennessee;Swift;Maruti;Sedan;Black;Automatic;5;4;Petrol;2015;7400;3306;115;16/10/2024;Un Sold;01/01/1970;6151;0;0;Shilpa;3;0;Excellent
